data_hash_real.csv
14,65
19,70
24,75
29,80
34,42.5
39,45
44,47.5
49,50
54,52.5
59,55
64,57.5
69,60
74,62.5
79,65
84,67.5
89,70
94,48.3333
99,50
104,51.6667
109,40
114,33
119,34
124,29.1667
129,30
134,26.4286
139,27.1429
144,27.8571
149,25
154,25.625
159,26.25
164,26.875
169,27.5
174,28.125
179,25.5556
184,26.1111
189,26.6667
194,27.2222
199,27.7778
204,28.3333
209,28.8889
214,29.4444
219,30
229,31.1111
234,31.6667
239,29
244,29.5
249,30
254,27.7273
259,25.8333
264,26.25
269,26.6667
274,27.0833
279,25.3846
284,25.7692
289,26.1538
294,26.5385
299,26.9231
304,27.3077
309,27.6923
314,26.0714
319,26.4286
324,26.7857
329,27.1429
334,27.5
339,27.8571
344,28.2143
349,28.5714
354,28.9286
359,29.2857
364,29.6429
369,26.25
374,25
379,25.2941
384,25.5882
389,25.8824
394,24.7222
399,25
404,25.2778
409,25.5556
414,25.8333
419,26.1111
424,26.3889
429,26.6667
434,26.9444
439,25.7895
444,26.0526
449,26.3158
454,26.5789
459,26.8421
464,27.1053
469,27.3684
474,26.25
479,26.5
484,26.75
489,27
494,27.25
499,27.5
504,26.4286
509,26.6667
514,26.9048
519,25.9091
524,26.1364
529,26.3636
534,26.5909
539,25.6522
544,25.8696
549,26.087
554,26.3043
559,26.5217
564,26.7391
569,26.9565
574,27.1739
579,27.3913
584,27.6087
589,27.8261
594,28.0435
599,28.2609
604,28.4783
609,28.6957
614,28.913
619,29.1304
624,29.3478
629,29.5652
634,29.7826
639,30
644,30.2174
649,29.1667
654,29.375
659,29.5833
664,29.7917
669,30
674,29
679,28.0769
684,28.2692
689,27.4074
694,27.5926
699,27.7778
704,26.0345
709,26.2069
714,26.3793
719,26.5517
724,25.8333
729,26
734,26.1667
739,26.3333
744,26.5
749,26.6667
754,26.8333
759,27
764,27.1667
769,27.3333
774,27.5
779,27.6667
784,27.8333
789,28
794,28.1667
799,28.3333
804,28.5
809,28.6667
814,28.8333
819,29
824,29.1667
834,27.6563
839,27.8125
844,27.9688
849,27.2727
854,27.4242
859,27.5758
864,27.7273
869,27.8788
874,28.0303
879,28.1818
884,28.3333
889,28.4848
894,27.7941
899,27.9412
904,27.2857
909,27.4286
914,26.0811
919,25.5263
924,25.6579
929,25.1282
934,25.2564
939,25.3846
944,25.5128
949,24.3902
954,23.9286
959,24.0476
964,24.1667
969,24.2857
974,24.4048
979,24.5238
984,24.6429
989,24.186
994,24.3023
999,24.4186
1004,24.5349
1009,24.6512
1014,24.7674
1019,24.8837
1024,25
1029,24.5455
1034,24.6591
1039,24.7727
1044,24.8864
1049,24.4444
1054,24.0217
1059,24.1304
1064,24.2391
1069,24.3478
1074,24.4565
1079,24.5652
1084,24.6739
1089,24.7826
1094,24.8913
1099,25
1104,24.5745
1109,24.1667
1114,23.7755
1119,23.8776
1124,23.5
1129,23.6
1134,23.7
1139,23.8
1144,23.9
1149,24
1154,23.6275
1159,23.7255
1164,23.8235
1169,23.9216
1174,24.0196
1179,23.6538
1184,23.75
1189,23.8462
1194,23.9423
1199,24.0385
1204,24.1346
1209,23.7736
1214,23.8679
1219,23.9623
1224,24.0566
1229,23.7037
1234,23.7963
1239,23.4545
1244,23.5455
1249,23.2143
1254,22.8947
1259,22.5862
1264,22.6724
1269,22.7586
1279,22.5424
1284,22.25
1289,22.3333
1294,22.0492
1299,22.1311
1304,22.2131
1309,22.2951
1314,22.377
1319,22.459
1324,22.541
1329,22.623
1334,22.7049
1339,22.4194
1344,22.5
1349,22.5806
1354,22.6613
1359,22.7419
1364,22.8226
1369,22.9032
1374,22.9839
1379,23.0645
1384,23.1452
1389,23.2258
1394,23.3065
1399,23.0159
1404,23.0952
1409,23.1746
1414,22.8906
1419,22.9688
1424,23.0469
1429,23.125
1434,22.8462
1439,22.5758
1444,22.6515
1449,22.3881
1454,22.4627
1459,22.5373
1464,22.6119
1469,22.029
1474,21.7857
1479,21.5493
1484,21.6197
1489,21.6901
1494,21.7606
1499,21.5278
1504,21.5972
1509,21.3699
1514,21.4384
1519,21.5068
1524,21.2838
1529,21.3514
1534,21.4189
1539,21.4865
1544,21.5541
1549,21.3333
1554,21.4
1559,21.4667
1564,21.5333
1569,21.6
1574,21.6667
1579,21.7333
1584,21.2338
1589,21.2987
1594,21.3636
1599,21.4286
1604,21.4935
1609,21.5584
1614,21.0759
1619,21.1392
1624,21.2025
1629,21.2658
1634,21.3291
1639,21.125
1644,21.1875
1649,21.25
1654,21.3125
