2000000,4
3000000,8
4000000,12
5000000,15
6000000,18
7000000,20
8000000,24
9000000,29
10000000,35
11000000,40
12000000,48
13000000,52
14000000,55
15000000,61
16000000,64
17000000,68
18000000,75
19000000,81
20000000,87
21000000,93
22000000,96
23000000,101
24000000,106
25000000,110
26000000,115
27000000,123
28000000,131
29000000,135
30000000,140
31000000,144
32000000,147
33000000,150
34000000,155
35000000,163
36000000,172
37000000,174
38000000,177
39000000,182
40000000,190
41000000,194
42000000,197
43000000,200
44000000,208
45000000,211
46000000,218
47000000,229
48000000,235
49000000,240
50000000,244
51000000,252
52000000,255
53000000,261
54000000,265
55000000,268
56000000,279
57000000,284
58000000,290
59000000,294
60000000,302
61000000,305
62000000,310
63000000,311
64000000,315
65000000,317
66000000,322
67000000,326
68000000,330
69000000,336
70000000,340
71000000,347
72000000,353
73000000,356
74000000,360
75000000,365
76000000,371
77000000,377
78000000,381
79000000,382
80000000,386
81000000,389
82000000,392
83000000,396
84000000,400
85000000,402
86000000,406
87000000,410
88000000,415
89000000,422
90000000,432
91000000,440
92000000,443
93000000,450
94000000,458
95000000,460
96000000,464
97000000,470
98000000,475
99000000,478
100000000,482
101000000,490
102000000,496
103000000,498
104000000,502
105000000,509
106000000,512
107000000,518
108000000,525
109000000,529
110000000,535
111000000,539
112000000,541
113000000,545
114000000,547
115000000,549
116000000,554
117000000,557
118000000,560
119000000,564
120000000,571
121000000,572
122000000,575
123000000,579
124000000,581
125000000,585
126000000,589
127000000,594
128000000,597
129000000,601
130000000,607
131000000,611
132000000,616
133000000,619
134000000,625
135000000,630
136000000,635
137000000,640
138000000,642
139000000,643
140000000,649
141000000,652
142000000,655
143000000,657
144000000,667
145000000,670
146000000,675
147000000,680
148000000,685
149000000,692
150000000,698
151000000,700
152000000,703
153000000,705
154000000,712
155000000,715
156000000,725
157000000,728
158000000,736
159000000,740
160000000,744
161000000,749
162000000,756
163000000,761
164000000,770
165000000,778
166000000,783
167000000,788
168000000,792
169000000,799
170000000,803
171000000,806
172000000,810
173000000,816
174000000,820
175000000,822
176000000,829
177000000,833
178000000,837
179000000,842
180000000,847
181000000,849
182000000,855
183000000,863
184000000,866
185000000,873
186000000,878
187000000,881
188000000,888
189000000,891
190000000,896
191000000,901
192000000,903
193000000,907
194000000,910
195000000,916
196000000,922
197000000,927
198000000,932
199000000,937
200000000,945
201000000,949
202000000,956
203000000,962
204000000,964
205000000,971
206000000,978
207000000,985
208000000,991
209000000,997
210000000,1001
211000000,1006
212000000,1008
213000000,1012
214000000,1015
215000000,1021
216000000,1026
217000000,1031
218000000,1036
219000000,1041
220000000,1045
221000000,1047
222000000,1054
223000000,1060
224000000,1067
225000000,1070
226000000,1073
227000000,1075
228000000,1077
229000000,1081
230000000,1085
231000000,1089
232000000,1092
233000000,1095
234000000,1103
235000000,1109
236000000,1114
237000000,1120
238000000,1124
239000000,1129
240000000,1133
241000000,1137
242000000,1143
243000000,1151
244000000,1155
